Course_ID,Course_Name,Department,Module,Lesson_Title,Content_Word_Count,Sentence_Count,Readability_Score,Grammar_Score,Learning_Objective_Match,Student_Rating,Completion_Rate,Feedback_Count,Reading_Time_Minutes,Publish_Date,Author,Difficulty_Level,Overall_Quality
C2563,Web Development,AI&DS,Basics,Lesson 3,2700,136.0,97.6,79.2,0.0,3.2,87.5,1329,86,2024-01-01,Prof.Priya,,Excellent
C2564,Python Programming,AI&DS,Basics,Lesson 21,1985,51.0,94.8,100.0,75.8,5.0,67.6,1261,32,2024-01-01,Dr. Kumar,hard,Excellent
C2565,Web Development,ECE,Advanced,Lesson 1,4068,122.0,72.6,45.6,67.6,1.3,36.3,640,34,2024-06-15,Prof.Priya,Easy,Good
C2566,DBMS,AI&DS,Project,Lesson 19,514,209.0,65.4,100.0,0.0,3.6,76.6,1475,58,2024-10-25,Unknown,Easy,Average
C2567,Data Structures,IT,Advanced,Lesson 22,2729,132.0,79.1,98.1,100.0,5.0,86.1,926,27,2024-01-01,Dr. Kumar,Medium,good
C2568,AI Fundamentals,AI&DS,Basics,Lesson 4,4744,243.0,53.0,96.0,65.7,4.3,85.9,1414,37,2024-01-01,Unknown,Medium,Average
C2569,Web Development,AI&DS,Introduction,Lesson 10,3783,139.0,93.2,73.3,91.3,2.2,43.4,12,11,2025-01-25,Prof. Meena,Hard,Excellent
C2570,Machine Learning,AI&DS,Basics,Lesson 25,4315,27.0,52.5,86.8,62.3,4.0,41.4,1350,52,2024-03-30,Unknown,Medium,Poor
C2571,AI Fundamentals,ECE,Advanced,Lesson 17,4024,140.0,61.4,92.3,96.7,2.3,71.9,70,12,2025-02-04,Prof. Meena,,Good
C2572,Web Development,AI&DS,Introduction,Lesson 17,4544,16.0,58.8,60.3,42.9,0.7,63.4,361,49,2025-01-10,Unknown,Medium,Good
C2573,Python Programming,IT,Introduction,Lesson 19,4975,279.0,92.1,76.9,51.5,1.9,65.3,231,27,2024-02-02,Unknown,Easy,good
C2574,Machine Learning,AI&DS,Introduction,Lesson 18,4008,208.0,100.0,55.0,89.5,1.4,50.8,631,8,2023-02-05,Dr. Kumar,Easy,Good
C2575,Machine Learning,AI&DS,Project,,4252,296.0,46.1,56.9,41.9,0.2,33.4,637,78,2024-02-22,Dr Ravi,hard,Poor
C2576,Machine Learning,AI&DS,Project,Lesson 19,3720,208.0,38.2,45.4,61.7,1.5,70.2,1457,88,2024-06-09,Dr. Kumar,,Excellent
C2577,Data Structures,AI&DS,Introduction,Lesson 5,4449,34.0,43.5,82.9,89.7,0.4,65.2,0,77,2024-01-01,Dr. Kumar,Medium,Excellent
C2578,Machine Learning,AI&DS,Introduction,Lesson 13,4349,173.0,97.2,41.7,60.5,1.7,92.9,744,89,2025-01-21,Unknown,Hard,Poor
C2579,DBMS,ECE,Basics,Lesson 13,3610,170.0,44.7,78.6,66.2,1.4,98.1,1024,61,2023-02-04,Dr Ravi,Easy,good
C2580,DBMS,AI&DS,Basics,Lesson 1,4095,130.0,91.0,73.4,77.5,2.9,79.0,894,14,2024-01-01,Prof. Meena,Medium,Average
C2581,Machine Learning,AI&DS,Project,Lesson 8,5188,54.0,53.9,84.1,48.0,0.6,46.6,1236,42,2024-01-01,Prof.Priya,,Good
C2582,Java Programming,AI&DS,Basics,Lesson 10,3465,31.0,42.2,95.3,93.2,2.3,0.0,206,75,2023-08-24,Unknown,,Good
C2583,Machine Learning,AI&DS,Project,Lesson 2,2911,,66.2,100.0,88.2,0.2,57.5,757,56,2025-04-04,Unknown,Hard,Poor
C2584,AI Fundamentals,AI&DS,Basics,Lesson 18,2350,224.0,61.4,100.0,100.0,4.5,34.9,753,82,2024-01-01,Dr Ravi,Medium,Average
C2585,AI Fundamentals,AI&DS,Basics,Lesson 3,3478,246.0,60.7,88.8,89.2,4.1,36.9,618,42,2024-01-01,Dr Ravi,Easy,Good
C2586,Python Programming,ECE,Basics,Lesson 25,3026,61.0,56.7,71.6,47.7,2.1,90.3,346,29,2024-01-01,Unknown,Easy,Poor
C2587,Data Structures,AI&DS,Project,Lesson 15,796,180.0,44.8,59.2,67.8,1.1,58.3,601,47,2024-10-20,Prof. Meena,hard,Poor
C2588,DBMS,AI&DS,Intermediate,Lesson 3,1669,105.0,87.2,65.8,99.5,4.3,44.1,748,23,2023-02-18,Prof.Priya,hard,Poor
C2589,DBMS,AI&DS,Introduction,Lesson 14,4126,13.0,58.5,82.0,61.3,2.8,87.9,1497,77,2024-10-01,Prof. Meena,,good
C2590,Machine Learning,CSE,Project,Lesson 15,825,160.0,83.3,94.7,100.0,2.3,100.0,18,9,2024-10-24,Prof. Meena,hard,good
C2592,Python Programming,ECE,Basics,Lesson 18,2605,201.0,98.3,67.0,60.9,0.0,95.1,917,77,2023-12-30,Dr Ravi,Medium,Poor
C2593,Python Programming,AI&DS,Basics,Lesson 9,3043,42.0,84.5,68.7,0.0,2.1,97.3,458,36,2024-01-01,Dr Ravi,Hard,Poor
C2594,Data Structures,IT,Introduction,Lesson 2,3432,219.0,100.0,64.9,83.7,2.5,67.9,407,70,2024-01-01,Dr Ravi,Medium,Good
C2595,Machine Learning,AI&DS,Advanced,Lesson 6,3602,147.0,100.0,45.5,59.7,0.9,89.5,396,57,2023-01-22,Prof.Priya,hard,Excellent
C2596,Data Structures,IT,Introduction,Lesson 24,4150,17.0,50.7,74.8,100.0,0.0,56.5,806,38,2024-01-01,Prof.Priya,,good
C2597,DBMS,AI&DS,Project,Lesson 20,2289,88.0,60.6,86.1,76.6,2.4,49.4,623,61,2023-01-24,Prof.Priya,hard,Poor
C2598,AI Fundamentals,AI&DS,Basics,Lesson 17,2672,109.0,97.8,95.1,37.9,1.3,0.0,1271,74,2024-01-01,Dr. Kumar,Easy,Excellent
C2599,Machine Learning,AI&DS,Advanced,Lesson 20,1523,23.0,88.3,0.0,95.2,4.4,40.7,601,21,2024-01-28,Unknown,Hard,Poor
C2600,Machine Learning,ECE,Basics,Lesson 20,1111,73.0,87.7,100.0,71.6,2.3,90.4,1394,90,2023-01-11,Dr. Kumar,Hard,Poor
C2601,Machine Learning,AI&DS,Introduction,Lesson 12,1706,211.0,100.0,60.3,68.9,0.6,99.4,852,41,2024-01-05,Prof. Meena,Easy,Poor
C2602,Web Development,CSE,Intermediate,Lesson 1,3154,66.0,100.0,53.3,86.4,0.9,35.2,1314,52,2023-04-11,Prof.Priya,Hard,Good
C2603,Web Development,IT,Advanced,Lesson 1,977,35.0,100.0,96.7,69.3,3.7,70.7,1349,89,2024-04-09,Prof.Priya,,good
C2604,AI Fundamentals,CSE,Introduction,Lesson 19,953,36.0,86.5,100.0,89.5,3.4,50.9,1223,42,2024-08-11,Prof.Priya,Medium,Good
C2605,Web Development,CSE,Project,Lesson 10,2390,60.0,48.8,82.7,77.9,0.5,35.4,609,100,2024-01-03,Unknown,hard,Poor
C2606,Python Programming,AI&DS,Basics,Lesson 22,2302,,56.8,100.0,87.1,0.3,45.6,909,80,2024-01-01,Dr Ravi,Hard,Excellent
C2607,Python Programming,AI&DS,Basics,Lesson 25,1214,137.0,0.0,48.0,62.6,1.7,68.9,713,63,2023-08-02,Dr. Kumar,Hard,Good
C2608,Machine Learning,AI&DS,Project,Lesson 24,3172,118.0,99.6,78.9,83.1,1.9,55.2,1448,52,2025-02-18,Prof. Meena,Easy,Good
C2609,Web Development,AI&DS,Introduction,Lesson 4,3322,165.0,70.1,86.0,59.4,4.5,56.1,269,23,2024-01-01,Prof.Priya,,Excellent
C2610,Web Development,AI&DS,Advanced,Lesson 5,1169,297.0,59.9,67.7,44.7,2.0,46.6,912,89,2024-01-01,Dr Ravi,Medium,good
C2611,Python Programming,ECE,Basics,Lesson 3,3256,277.0,60.7,76.2,54.8,4.1,59.2,236,1,2023-08-23,Unknown,Easy,Good
C2612,Web Development,AI&DS,Project,Lesson 6,1617,15.0,78.0,99.9,36.7,0.0,67.2,633,26,2024-10-20,Prof.Priya,Easy,Poor
C2613,Java Programming,AI&DS,Intermediate,Lesson 17,3028,112.0,57.7,81.1,63.0,0.6,76.2,653,33,2023-02-23,Prof. Meena,Hard,Average
C2614,AI Fundamentals,CSE,Project,Lesson 16,3802,186.0,35.5,48.3,36.8,2.9,53.0,573,55,2024-12-22,Prof.Priya,,Excellent
C2615,Web Development,AI&DS,Advanced,Lesson 15,2814,252.0,36.8,97.6,92.2,2.7,39.7,632,80,2025-03-07,Prof.Priya,Easy,Poor
C2616,Data Structures,AI&DS,Intermediate,Lesson 4,4995,65.0,0.0,69.5,82.5,3.5,83.6,1408,45,2024-01-01,Dr. Kumar,,Average
C2617,Java Programming,IT,Project,Lesson 20,1836,174.0,97.4,83.1,82.5,1.8,72.3,1377,20,2024-07-24,Prof.Priya,Hard,Poor
C2618,Web Development,ECE,Advanced,Lesson 4,1356,259.0,96.8,66.0,47.6,5.0,47.8,954,53,2023-11-18,Prof.Priya,Medium,good
C2619,Web Development,AI&DS,Basics,Lesson 15,4599,292.0,45.4,74.0,42.5,5.0,54.0,71,1,2024-01-01,Dr. Kumar,Medium,Average
C2620,Data Structures,ECE,Basics,Lesson 6,4108,254.0,87.6,51.0,82.0,0.6,59.0,1363,28,2024-01-01,Prof. Meena,Medium,Good
C2621,DBMS,AI&DS,Intermediate,Lesson 19,100,,48.3,79.3,57.5,1.8,61.0,471,75,2024-01-01,Prof.Priya,Hard,Average
C2622,Machine Learning,CSE,Introduction,Lesson 2,1575,148.0,71.7,81.8,100.0,4.9,53.0,1132,49,2024-01-01,Dr Ravi,Easy,Excellent
C2623,DBMS,AI&DS,Project,Lesson 19,4539,250.0,48.4,57.4,98.1,4.5,61.7,1279,27,2023-04-09,Prof.Priya,Medium,good
C2624,Web Development,IT,Advanced,Lesson 10,2340,202.0,78.0,73.5,47.1,3.7,82.5,79,10,2024-01-01,Prof.Priya,Hard,good
C2625,AI Fundamentals,CSE,Intermediate,Lesson 23,3394,6.0,77.4,42.5,68.2,4.7,88.8,644,41,2024-01-01,Unknown,,Good
C2626,Web Development,CSE,Introduction,Lesson 3,4048,11.0,93.6,87.3,47.9,4.5,59.6,717,90,2024-09-10,Unknown,,Average
C2627,Web Development,ECE,Advanced,Lesson 12,1383,279.0,82.5,90.1,39.4,3.9,33.8,1452,1,2024-01-01,Prof. Meena,Hard,Poor
C2628,,IT,Advanced,Lesson 8,1296,139.0,75.3,66.8,48.7,0.7,100.0,92,82,2024-01-01,Unknown,,Good
C2629,Data Structures,AI&DS,Advanced,,2384,92.0,61.0,64.7,100.0,3.7,96.2,990,76,2023-01-29,Dr. Kumar,Hard,Good
C2630,Java Programming,ECE,Advanced,Lesson 5,2199,35.0,51.8,51.5,91.1,2.6,58.9,1422,59,2025-03-28,Unknown,Easy,Good
C2631,Java Programming,AI&DS,Intermediate,Lesson 25,3992,108.0,63.6,87.7,75.2,3.3,90.2,351,36,2025-05-06,Prof.Priya,Hard,good
C2632,Python Programming,ECE,Project,Lesson 24,2019,133.0,61.1,100.0,43.0,4.4,61.7,822,58,2023-08-30,Prof.Priya,hard,Excellent
C2633,Data Structures,AI&DS,Basics,Lesson 10,4350,104.0,35.6,72.4,100.0,5.0,58.0,846,30,2024-01-01,Prof. Meena,Hard,Average
C2634,Python Programming,AI&DS,Intermediate,Lesson 8,100,262.0,85.4,65.5,65.7,1.8,55.2,1017,67,2025-01-28,Prof. Meena,Hard,Average
C2635,DBMS,CSE,Project,Lesson 25,700,100.0,88.8,97.8,87.7,0.0,90.2,812,80,2025-06-08,Dr Ravi,hard,good
C2637,Web Development,IT,Basics,Lesson 1,4200,237.0,84.4,56.8,100.0,1.2,50.0,201,52,2024-01-01,Unknown,Hard,Good
C2638,DBMS,ECE,Intermediate,Lesson 6,1053,121.0,47.8,78.8,51.8,4.3,33.9,1081,54,2023-08-29,Dr Ravi,Easy,Excellent
C2639,Java Programming,AI&DS,Basics,Lesson 18,973,118.0,88.6,95.4,76.5,3.4,0.0,1085,80,2025-02-11,Dr Ravi,hard,Good
C2640,DBMS,CSE,Basics,Lesson 11,2829,38.0,86.1,93.8,93.0,0.7,0.0,549,42,2023-05-27,Prof. Meena,Medium,Average
C2641,Machine Learning,AI&DS,Advanced,Lesson 13,2503,41.0,58.1,53.5,46.9,4.8,68.7,290,23,2024-07-16,Unknown,hard,Poor
C2642,AI Fundamentals,CSE,Project,Lesson 25,3409,192.0,100.0,55.7,64.8,2.2,78.3,725,79,2025-01-08,Prof. Meena,Easy,good
C2643,Data Structures,CSE,Introduction,Lesson 15,4410,215.0,49.1,100.0,46.2,4.5,100.0,1442,6,2024-01-01,Dr Ravi,Easy,Average
C2644,AI Fundamentals,AI&DS,Basics,Lesson 9,3180,247.0,52.3,68.7,51.8,3.0,91.5,484,41,2025-04-02,Unknown,Easy,good
C2645,Python Programming,IT,Basics,Lesson 21,3216,,43.4,86.1,99.9,2.8,59.4,0,65,2025-04-23,Unknown,,good
C2646,DBMS,AI&DS,Basics,Lesson 20,1715,298.0,59.0,99.6,65.4,2.6,82.1,623,25,2024-11-16,Prof.Priya,,good
C2647,Data Structures,AI&DS,Basics,Lesson 20,1732,91.0,63.1,52.3,85.6,5.0,78.3,1373,114,2024-04-06,Unknown,,Good
C2648,AI Fundamentals,ECE,Basics,Lesson 19,1957,294.0,69.2,100.0,64.5,0.0,96.6,1461,59,2023-11-28,Unknown,Medium,good
C2649,Java Programming,ECE,Project,Lesson 3,3045,95.0,55.5,63.9,80.4,3.3,68.7,1404,79,2024-01-01,Prof.Priya,,Good
C2650,Web Development,AI&DS,Basics,Lesson 12,2678,11.0,100.0,79.9,100.0,3.3,40.4,1338,77,2023-11-16,Prof.Priya,hard,Poor
C2651,AI Fundamentals,AI&DS,Advanced,Lesson 15,4597,263.0,96.9,69.7,100.0,4.1,33.9,1049,44,2024-03-11,Dr. Kumar,hard,good
C2652,Java Programming,AI&DS,Basics,Lesson 16,1148,152.0,73.7,80.1,0.0,1.1,100.0,1309,10,2024-01-01,Dr Ravi,,Poor
C2653,Java Programming,AI&DS,Basics,Lesson 4,1234,279.0,40.2,93.9,97.6,3.7,100.0,665,86,2024-07-07,Dr. Kumar,Medium,Excellent
C2654,,ECE,Basics,Lesson 12,1260,99.0,38.2,69.6,86.9,5.0,45.7,1194,79,2024-01-01,Prof. Meena,,Good
C2655,Web Development,AI&DS,Introduction,Lesson 11,2538,244.0,76.6,93.9,83.1,2.4,66.7,1492,17,2024-04-27,Prof.Priya,hard,Excellent
C2656,Web Development,CSE,Basics,Lesson 13,4636,214.0,69.1,87.0,0.0,0.0,60.0,1404,49,2024-04-07,Dr. Kumar,,Good
C2657,Data Structures,AI&DS,Basics,Lesson 19,4360,142.0,70.9,93.2,56.7,2.3,0.0,1482,80,2024-01-01,Dr. Kumar,,good
C2658,DBMS,ECE,Intermediate,Lesson 23,4135,187.0,84.6,75.4,100.0,4.6,77.3,1337,85,2024-01-01,Unknown,Medium,Average
C2659,Python Programming,AI&DS,Basics,Lesson 2,1243,23.0,93.2,54.0,56.0,4.0,100.0,298,31,2024-01-01,Dr Ravi,,Good
C2660,DBMS,CSE,Basics,Lesson 2,3991,28.0,100.0,42.4,63.4,0.0,37.6,596,83,2023-12-06,Unknown,Easy,Excellent
C2661,DBMS,ECE,Intermediate,Lesson 17,1511,140.0,90.7,75.6,99.5,0.8,64.3,432,63,2024-01-01,Dr. Kumar,Easy,Poor
C2662,Web Development,IT,Advanced,Lesson 4,1869,161.0,39.5,63.5,82.5,1.9,84.3,1426,40,2024-01-01,Prof.Priya,Easy,Good
C2663,Java Programming,IT,Basics,Lesson 16,3267,272.0,91.2,85.8,35.5,0.1,39.6,845,66,2024-01-01,Unknown,Easy,Poor
C2664,Python Programming,AI&DS,Project,Lesson 10,2138,29.0,47.9,76.4,93.9,2.1,76.1,1141,40,2024-01-01,Prof. Meena,,good
C2665,Java Programming,ECE,Advanced,Lesson 22,3225,209.0,63.9,94.2,0.0,1.6,76.5,1137,38,2023-09-16,Dr Ravi,,Poor
C2666,AI Fundamentals,ECE,Basics,Lesson 6,1785,29.0,40.2,43.2,100.0,2.7,0.0,441,15,2024-01-07,Prof. Meena,,Excellent
C2667,Python Programming,ECE,Advanced,Lesson 1,4786,203.0,86.5,40.9,62.0,4.6,0.0,27,40,2024-01-01,Unknown,hard,Poor
C2668,Machine Learning,ECE,Advanced,Lesson 21,4838,71.0,76.2,77.3,36.3,0.7,58.7,1733,66,2024-12-30,Dr Ravi,Easy,Good
C2669,Machine Learning,CSE,Advanced,Lesson 3,4148,53.0,43.9,47.6,40.6,1.0,85.8,259,80,2025-06-19,Unknown,,Excellent
C2670,Java Programming,ECE,Project,Lesson 1,4574,238.0,99.7,67.8,100.0,0.6,90.8,723,87,2023-02-17,Unknown,Easy,Average
C2671,Data Structures,AI&DS,Basics,Lesson 11,2029,8.0,89.5,67.4,98.1,3.7,76.9,757,1,2024-01-01,Prof.Priya,Medium,Good
C2672,Data Structures,AI&DS,Basics,Lesson 12,518,270.0,54.1,100.0,45.7,4.4,44.9,0,77,2024-01-01,Prof. Meena,Hard,Poor
C2673,Web Development,CSE,Project,Lesson 21,3398,118.0,75.8,64.7,87.6,2.6,44.8,902,64,2024-04-15,Unknown,Medium,good
C2674,Machine Learning,AI&DS,Basics,Lesson 14,3151,171.0,47.6,57.4,35.1,5.0,73.5,499,9,2024-01-01,Unknown,Hard,Average
C2675,Machine Learning,AI&DS,Introduction,Lesson 4,4337,38.0,59.5,75.8,58.2,0.5,80.2,332,54,2024-01-01,Prof.Priya,hard,Good
C2676,Data Structures,CSE,Advanced,Lesson 7,1306,37.0,100.0,68.7,76.7,0.3,77.0,643,50,2024-01-01,Prof. Meena,Easy,Average
C2677,Python Programming,ECE,Advanced,Lesson 25,3270,45.0,98.6,93.9,85.9,0.1,100.0,782,57,2024-06-29,Prof.Priya,Hard,Good
C2678,Web Development,IT,Basics,Lesson 12,5219,108.0,40.4,79.8,77.5,1.8,57.3,535,45,2023-07-05,Dr Ravi,Easy,Excellent
C2679,Java Programming,CSE,Advanced,Lesson 13,733,251.0,53.3,40.7,55.2,4.2,65.8,147,29,2023-04-18,Dr Ravi,Medium,Average
C2680,Python Programming,IT,Intermediate,Lesson 17,807,,97.1,72.0,79.3,5.0,99.2,1440,13,2024-01-01,Prof.Priya,hard,Excellent
C2681,Java Programming,AI&DS,Basics,Lesson 11,1639,63.0,46.7,91.9,67.5,2.4,66.8,60,29,2024-01-01,Prof. Meena,hard,Excellent
C2682,Web Development,AI&DS,Basics,Lesson 8,1615,99.0,45.1,81.8,36.5,4.1,78.4,368,38,2025-01-21,Prof. Meena,hard,good
C2683,Java Programming,ECE,Basics,Lesson 2,2387,,40.4,100.0,0.0,2.3,62.9,1292,66,2024-01-01,Dr. Kumar,Hard,Poor
C2684,Web Development,AI&DS,Advanced,Lesson 19,5756,173.0,45.7,70.8,89.9,3.3,54.3,0,72,2024-01-01,Prof. Meena,hard,Average
C2685,DBMS,IT,Introduction,Lesson 9,3511,124.0,71.6,49.5,87.7,3.3,89.3,597,36,2024-01-01,Prof. Meena,Hard,Good
C2686,Java Programming,AI&DS,Basics,Lesson 20,4993,296.0,55.7,100.0,67.1,2.1,56.3,26,12,2024-01-10,Unknown,Hard,Poor
C2687,DBMS,CSE,Advanced,Lesson 24,1554,51.0,85.5,57.3,74.4,4.6,61.5,256,84,2025-06-18,Unknown,Medium,Excellent
C2688,DBMS,AI&DS,Project,Lesson 16,4127,116.0,83.6,76.6,82.9,2.1,45.2,117,49,2023-10-01,Dr Ravi,,good
C2689,Web Development,AI&DS,Intermediate,Lesson 15,3210,51.0,83.8,84.2,93.6,1.1,92.6,0,62,2024-01-01,Dr. Kumar,Medium,Average
C2690,,AI&DS,Project,Lesson 15,1951,112.0,62.9,68.0,0.0,4.2,67.8,797,36,2023-06-21,Prof. Meena,hard,Excellent
C2691,Data Structures,AI&DS,Project,Lesson 4,962,130.0,95.8,72.4,62.8,0.1,38.9,854,63,2024-01-01,Prof.Priya,,Good
C2692,AI Fundamentals,AI&DS,Project,Lesson 21,2539,286.0,52.9,52.5,43.9,0.0,74.8,387,81,2024-10-31,Unknown,Medium,Poor
C2693,Data Structures,AI&DS,Project,Lesson 6,1691,51.0,81.1,86.1,70.7,5.0,80.1,1448,44,2024-01-01,Unknown,Hard,good
C2694,AI Fundamentals,AI&DS,Advanced,Lesson 8,1981,276.0,60.6,64.4,57.1,5.0,59.7,1412,34,2024-01-01,Unknown,Easy,Poor
C2695,Machine Learning,IT,Project,Lesson 14,2488,228.0,35.1,80.9,35.0,1.8,59.9,413,84,2024-01-01,Unknown,Hard,Poor
C2696,AI Fundamentals,AI&DS,Project,Lesson 15,3613,37.0,48.1,54.3,100.0,3.9,76.6,120,66,2024-09-04,Prof.Priya,Easy,Average
C2697,Python Programming,AI&DS,Basics,Lesson 18,3110,166.0,82.4,89.1,78.5,4.3,85.9,720,85,2024-01-01,Dr Ravi,,Poor
C2698,Data Structures,AI&DS,Basics,Lesson 9,767,42.0,69.7,92.4,67.2,5.0,0.0,1303,90,2024-01-01,Prof. Meena,Medium,Good
C2699,Web Development,CSE,Basics,Lesson 4,956,233.0,96.3,93.1,85.3,3.8,38.1,1148,83,2023-12-23,Prof.Priya,Medium,Poor
C2700,DBMS,AI&DS,Advanced,Lesson 23,2778,37.0,39.8,71.6,39.7,2.2,51.0,157,55,2024-06-02,Prof. Meena,Easy,Poor
C2701,AI Fundamentals,IT,Intermediate,Lesson 1,1362,96.0,94.0,44.5,100.0,3.5,88.0,545,76,2024-01-25,Dr Ravi,Medium,Average
C2702,Python Programming,AI&DS,Project,Lesson 13,2901,79.0,83.6,77.0,100.0,3.8,52.1,1093,51,2024-12-15,Prof. Meena,Hard,good
C2703,AI Fundamentals,IT,Project,Lesson 5,5209,169.0,0.0,52.9,86.4,2.6,65.8,282,55,2024-01-01,Prof. Meena,Hard,Good
C2704,Python Programming,IT,Project,Lesson 13,1943,257.0,59.7,81.6,55.2,4.6,0.0,1073,27,2024-01-01,Prof. Meena,Medium,Good
C2705,DBMS,AI&DS,Advanced,Lesson 10,2130,37.0,56.2,84.0,74.5,5.0,96.7,984,53,2024-12-22,Unknown,,good
C2706,Machine Learning,AI&DS,Intermediate,Lesson 15,2666,9.0,98.4,49.4,80.2,0.3,0.0,135,14,2024-01-11,Dr Ravi,,Good
C2707,Web Development,IT,Introduction,Lesson 16,4643,125.0,46.1,99.2,85.9,4.8,52.3,128,14,2024-05-14,Dr. Kumar,Medium,Poor
C2708,Machine Learning,IT,Advanced,Lesson 20,3597,154.0,0.0,84.3,79.9,1.6,33.8,1116,38,2024-01-01,Prof. Meena,Medium,Good
C2709,AI Fundamentals,AI&DS,Project,Lesson 21,2521,178.0,50.2,100.0,91.4,5.0,44.1,1275,68,2024-01-01,Prof.Priya,,Average
C2710,DBMS,CSE,Introduction,Lesson 2,4618,,80.3,40.3,52.2,2.7,49.7,1203,33,2024-04-21,Unknown,Medium,good
C2711,Python Programming,IT,Advanced,Lesson 21,3941,260.0,93.2,67.1,85.1,2.2,91.9,440,42,2024-01-01,Prof.Priya,hard,Good
C2712,Web Development,IT,Basics,Lesson 14,1464,127.0,47.8,54.9,61.4,5.0,75.6,1180,16,2024-01-24,Prof. Meena,Hard,Average
C2713,AI Fundamentals,ECE,Advanced,Lesson 10,2226,296.0,71.1,89.2,82.7,4.3,76.6,1288,11,2024-10-06,Dr Ravi,hard,Good
C2714,Machine Learning,IT,Basics,Lesson 13,1809,216.0,83.7,45.0,55.4,5.0,89.7,882,42,2023-08-15,Unknown,hard,good
C2715,Web Development,AI&DS,Project,Lesson 6,1938,192.0,78.4,54.1,40.4,3.3,84.7,868,6,2024-01-01,Dr Ravi,Easy,Average
C2716,Java Programming,IT,Project,Lesson 10,4970,146.0,84.3,41.1,78.9,0.4,99.6,1051,52,2024-04-25,Dr. Kumar,hard,good
C2717,Machine Learning,CSE,Basics,Lesson 17,693,217.0,83.2,62.1,66.3,0.4,100.0,866,5,2025-04-11,Dr Ravi,Easy,Good
C2718,Web Development,AI&DS,Intermediate,Lesson 13,4748,143.0,98.1,74.1,100.0,0.4,100.0,1156,56,2023-04-19,Unknown,Easy,Average
C2719,,AI&DS,Basics,Lesson 15,929,255.0,73.2,50.9,51.1,2.8,59.5,1092,19,2024-01-01,Dr. Kumar,,Average
C2720,DBMS,AI&DS,Project,Lesson 3,4194,164.0,50.1,52.8,90.2,3.0,49.7,10,75,2024-01-01,Dr. Kumar,Medium,Average
C2721,Machine Learning,AI&DS,Intermediate,Lesson 7,3811,72.0,0.0,97.0,40.9,0.5,52.8,712,89,2024-01-01,Prof. Meena,Easy,Excellent
C2722,Machine Learning,AI&DS,Basics,Lesson 23,2422,230.0,56.0,49.2,41.5,2.8,78.3,84,74,2023-06-22,Dr Ravi,Medium,Good
C2723,Python Programming,AI&DS,Basics,Lesson 22,3886,265.0,65.2,41.0,49.3,1.2,94.7,941,42,2024-01-01,Unknown,,Average
C2724,Java Programming,IT,Basics,Lesson 19,100,233.0,82.4,0.0,44.3,1.5,36.4,282,62,2023-04-22,Prof.Priya,Hard,Good
C2725,Machine Learning,AI&DS,Advanced,Lesson 13,2741,77.0,51.3,100.0,62.5,3.4,52.9,1117,74,2024-01-01,Dr. Kumar,Medium,Excellent
C2726,DBMS,AI&DS,Introduction,Lesson 17,3313,187.0,55.1,86.8,66.0,0.9,96.4,876,15,2024-06-13,Dr Ravi,Easy,good
C2727,Python Programming,ECE,Advanced,Lesson 3,4182,286.0,56.3,45.3,50.8,0.0,31.4,1095,79,2024-01-01,Unknown,Medium,good
C2728,Machine Learning,ECE,Intermediate,Lesson 22,3582,197.0,99.5,75.8,91.0,3.6,94.0,1148,6,2024-06-17,Dr. Kumar,,Good
C2729,Data Structures,AI&DS,Project,Lesson 8,4009,254.0,39.0,98.9,60.8,1.9,86.3,0,21,2024-01-01,Unknown,,Poor
C2730,Data Structures,AI&DS,Project,Lesson 25,3038,286.0,86.0,90.8,70.5,1.8,94.5,1263,49,2023-02-02,Dr Ravi,Medium,Excellent
C2731,Java Programming,ECE,Basics,Lesson 8,2691,273.0,68.2,60.6,41.9,4.3,85.7,1457,37,2024-01-01,Unknown,,Average
C2732,Data Structures,ECE,Intermediate,Lesson 16,1588,202.0,73.5,0.0,50.5,3.2,57.3,721,21,2024-01-01,Dr Ravi,Hard,Good
C2733,Data Structures,AI&DS,Intermediate,Lesson 8,4637,23.0,0.0,74.4,86.8,3.2,45.8,241,62,2023-10-09,Prof.Priya,Hard,Average
C2734,Data Structures,AI&DS,Basics,Lesson 21,4402,109.0,60.8,100.0,56.4,2.9,55.2,1189,52,2024-01-01,Prof. Meena,,Good
C2735,Web Development,AI&DS,Introduction,Lesson 5,4011,245.0,67.0,60.2,54.4,0.4,88.5,133,51,2024-01-01,Dr Ravi,Easy,Average
C2736,Data Structures,AI&DS,Introduction,Lesson 4,4299,187.0,78.8,72.0,93.3,2.6,74.3,1421,75,2024-01-01,Prof. Meena,Hard,Good
C2738,DBMS,AI&DS,Project,Lesson 21,656,221.0,97.8,0.0,91.7,1.8,47.3,764,70,2023-01-25,Dr Ravi,hard,Poor
C2739,Java Programming,AI&DS,Introduction,Lesson 23,2398,288.0,99.3,51.7,42.5,2.8,69.6,776,55,2024-01-01,Dr. Kumar,Hard,Average
C2740,AI Fundamentals,AI&DS,Intermediate,Lesson 1,3956,,57.1,100.0,52.1,0.2,94.0,657,47,2024-12-13,Dr Ravi,Hard,Poor
C2741,Machine Learning,AI&DS,Basics,Lesson 17,515,145.0,86.6,81.0,51.3,5.0,87.6,826,70,2024-01-01,Prof.Priya,hard,Good
