Course_ID,Course_Name,Department,Module,Lesson_Title,Content_Word_Count,Sentence_Count,Readability_Score,Grammar_Score,Learning_Objective_Match,Student_Rating,Completion_Rate,Feedback_Count,Reading_Time_Minutes,Publish_Date,Author,Difficulty_Level,Overall_Quality,Quality_Index,Performance,Completion_Status,Grammar_Category,Readability_Category
C2517,AI Fundamentals,AI&DS,Advanced,Lesson 4,4848,124.0,90.7,96.9,67.1,5.0,35.1,183,20,2024-01-01,Prof.Priya,,Poor,83.92,Excellent,Needs Attention,Excellent,Easy
C2518,Python Programming,AI&DS,Introduction,Lesson 3,2814,35.0,48.1,55.5,61.0,4.2,93.4,1118,15,2025-05-14,Unknown,Hard,Poor,69.78,Good,Completed,Average,Hard
C2519,Java Programming,CSE,Project,Lesson 21,3736,60.0,57.3,59.0,81.2,3.1,41.6,469,64,2024-01-01,Dr. Kumar,Hard,Good,55.995,Average,Needs Attention,Average,Hard
C2520,Data Structures,AI&DS,Intermediate,Lesson 4,4520,254.0,100.0,48.2,78.0,5.0,86.4,0,80,2025-02-17,Prof. Meena,Medium,Poor,84.33,Excellent,In Progress,Average,Easy
C2521,Java Programming,AI&DS,Basics,Lesson 3,100,281.0,73.3,67.7,84.0,4.2,33.8,229,59,2024-01-13,Dr Ravi,hard,Average,67.21000000000001,Good,Needs Attention,Average,Medium
C2522,Python Programming,CSE,Advanced,Lesson 1,1263,59.0,90.1,76.7,92.5,3.6,42.0,870,41,2024-01-18,Unknown,Medium,Good,71.7,Average,Needs Attention,Good,Easy
C2523,DBMS,AI&DS,Advanced,Lesson 16,3750,299.0,88.2,91.3,79.3,4.9,60.8,1301,64,2025-01-20,Prof.Priya,,good,86.43499999999999,Excellent,In Progress,Excellent,Easy
C2524,DBMS,AI&DS,Intermediate,Lesson 3,2622,150.0,42.3,60.8,51.3,3.5,62.4,709,60,2024-01-01,Unknown,,Average,59.25500000000001,Average,In Progress,Average,Hard
C2525,Data Structures,AI&DS,Advanced,Lesson 23,890,30.0,100.0,79.9,46.8,4.4,55.1,199,16,2024-01-01,Unknown,Medium,good,82.395,Good,Needs Attention,Good,Easy
C2526,Python Programming,ECE,Advanced,Lesson 9,1571,38.0,81.6,91.0,50.0,1.2,64.0,792,70,2024-01-01,Dr. Kumar,Easy,Good,63.14999999999999,Poor,In Progress,Excellent,Easy
C2527,Web Development,CSE,Basics,Lesson 18,696,207.0,100.0,0.0,88.6,2.4,0.0,607,15,2024-01-01,Unknown,Easy,Average,39.4,Poor,Needs Attention,Average,Easy
C2528,AI Fundamentals,AI&DS,Basics,Lesson 9,772,199.0,54.9,67.7,52.5,1.1,98.2,1234,48,2025-05-16,Prof. Meena,Easy,Poor,56.89,Poor,Completed,Average,Hard
C2529,AI Fundamentals,AI&DS,Project,Lesson 18,3378,271.0,98.3,70.1,69.7,1.2,62.8,1450,17,2023-02-26,Unknown,Hard,Good,61.86,Poor,In Progress,Average,Easy
C2530,DBMS,IT,Basics,Lesson 3,3266,,95.7,96.7,96.2,5.0,74.4,1086,52,2024-01-01,Dr. Kumar,,Good,92.97999999999999,Excellent,In Progress,Excellent,Easy
C2531,Machine Learning,AI&DS,Intermediate,Lesson 3,2515,276.0,100.0,44.5,86.0,1.1,51.8,778,78,2024-09-27,Dr Ravi,,Poor,53.085,Poor,Needs Attention,Average,Easy
C2532,Java Programming,ECE,Introduction,Lesson 20,1583,155.0,51.6,85.7,100.0,1.9,40.3,1113,81,2025-01-24,Prof.Priya,,Average,53.785000000000004,Poor,Needs Attention,Good,Hard
C2533,Data Structures,AI&DS,Introduction,Lesson 16,690,86.0,99.8,62.7,100.0,4.3,67.5,0,39,2024-01-01,Prof.Priya,Easy,good,79.925,Good,In Progress,Average,Easy
C2534,DBMS,IT,Basics,Lesson 23,2816,45.0,46.9,68.6,60.4,0.8,50.8,561,87,2024-01-01,Prof.Priya,,Poor,43.834999999999994,Poor,Needs Attention,Average,Hard
C2535,AI Fundamentals,AI&DS,Introduction,Lesson 18,1665,74.0,45.7,65.6,87.4,3.9,68.6,1347,1,2024-01-01,Prof. Meena,Easy,Excellent,64.945,Average,In Progress,Average,Hard
C2536,Java Programming,AI&DS,Basics,Lesson 24,3486,34.0,60.5,58.0,99.4,2.2,85.4,1237,14,2024-01-01,Prof. Meena,hard,Good,59.905,Poor,In Progress,Average,Medium
C2537,Data Structures,AI&DS,Introduction,Lesson 19,3922,222.0,63.5,89.8,70.8,3.3,96.5,145,62,2024-06-05,Prof. Meena,,Excellent,77.425,Average,Completed,Good,Medium
C2538,Java Programming,IT,Intermediate,Lesson 23,3530,113.0,72.3,46.1,98.6,0.3,79.7,642,49,2024-01-01,Dr. Kumar,hard,Excellent,47.34,Poor,In Progress,Average,Medium
C2539,DBMS,IT,Project,Lesson 15,4412,180.0,76.5,64.2,96.5,2.2,44.9,840,66,2024-07-07,Dr. Kumar,hard,Good,57.355000000000004,Poor,Needs Attention,Average,Medium
C2540,DBMS,CSE,Project,,100,76.0,100.0,75.8,97.3,3.7,42.8,327,5,2024-01-01,Dr. Kumar,Medium,Excellent,74.71000000000001,Average,Needs Attention,Good,Easy
C2541,Data Structures,ECE,Introduction,Lesson 13,3910,281.0,78.0,60.3,53.7,4.5,77.8,1074,44,2023-02-22,Unknown,Hard,Excellent,77.135,Excellent,In Progress,Average,Medium
C2542,Data Structures,AI&DS,Advanced,Lesson 23,972,279.0,100.0,89.3,45.4,0.5,94.7,545,64,2024-01-01,Prof.Priya,Easy,Excellent,69.265,Poor,Completed,Good,Easy
C2543,AI Fundamentals,AI&DS,Introduction,,4417,76.0,46.2,100.0,59.6,1.2,100.0,669,71,2024-01-01,Prof.Priya,Easy,good,63.75,Poor,Completed,Excellent,Hard
C2544,Web Development,AI&DS,Project,Lesson 23,1248,18.0,87.8,79.4,100.0,2.7,43.4,1432,65,2024-01-01,Prof. Meena,Easy,Good,66.68,Poor,Needs Attention,Good,Easy
C2545,Data Structures,AI&DS,Basics,Lesson 5,1113,180.0,81.5,72.5,59.8,3.3,63.5,597,25,2024-01-01,Prof.Priya,Medium,Poor,71.0,Average,In Progress,Average,Easy
C2546,AI Fundamentals,ECE,Basics,Lesson 10,803,79.0,90.7,42.5,64.6,5.0,39.2,911,10,2024-11-10,Dr. Kumar,Easy,Good,71.14,Excellent,Needs Attention,Average,Easy
C2547,DBMS,CSE,Basics,Lesson 21,2965,272.0,70.6,86.0,49.9,2.8,84.2,675,1,2025-06-12,Dr. Kumar,Medium,good,72.78999999999999,Poor,In Progress,Good,Medium
C2548,Python Programming,AI&DS,Introduction,Lesson 18,2769,296.0,41.2,72.9,89.5,4.9,84.6,927,54,2023-05-19,Dr Ravi,Easy,Good,74.845,Excellent,In Progress,Average,Hard
C2549,Web Development,CSE,Introduction,Lesson 8,3814,89.0,71.4,70.3,100.0,5.0,88.5,1426,17,2024-01-01,Unknown,Hard,Average,83.12500000000001,Excellent,In Progress,Average,Medium
C2550,Python Programming,IT,Introduction,Lesson 2,4462,163.0,49.3,97.6,75.5,4.8,74.1,1412,85,2023-12-31,Dr Ravi,Hard,Good,80.345,Excellent,In Progress,Excellent,Hard
C2551,Web Development,ECE,Basics,Lesson 2,2845,270.0,67.5,50.9,42.0,2.7,57.5,118,86,2024-01-01,Dr Ravi,Easy,Average,57.3,Poor,Needs Attention,Average,Medium
C2552,Data Structures,CSE,Basics,Lesson 23,1806,109.0,83.8,85.3,59.7,4.0,48.8,186,46,2024-01-01,Prof.Priya,hard,Good,76.03500000000001,Good,Needs Attention,Good,Easy
C2554,Python Programming,AI&DS,Project,Lesson 7,1849,129.0,64.5,57.5,74.7,4.3,68.3,303,10,2023-11-21,Unknown,Easy,Average,69.96,Good,In Progress,Average,Medium
C2556,DBMS,AI&DS,Project,Lesson 16,3727,33.0,88.0,52.3,69.6,1.0,73.5,534,49,2023-12-11,Dr Ravi,,Excellent,55.775000000000006,Poor,In Progress,Average,Easy
C2557,AI Fundamentals,AI&DS,Introduction,Lesson 23,1089,270.0,40.9,99.9,77.1,1.7,60.3,1144,47,2024-01-01,Prof.Priya,Medium,Average,57.46,Poor,In Progress,Excellent,Hard
C2558,Data Structures,ECE,Basics,Lesson 11,1020,235.0,75.7,80.9,95.1,3.9,96.6,30,5,2024-01-01,Unknown,Hard,good,81.87,Average,Completed,Good,Medium
C2559,DBMS,ECE,Intermediate,Lesson 3,3413,244.0,73.8,87.2,66.0,4.9,86.3,834,15,2024-07-31,Dr. Kumar,Easy,good,86.91000000000001,Excellent,In Progress,Good,Medium
C2560,Python Programming,CSE,Introduction,Lesson 11,1624,64.0,84.2,80.5,79.3,0.0,32.9,464,59,2025-01-08,Prof.Priya,Hard,Good,47.754999999999995,Poor,Needs Attention,Good,Easy
C2561,AI Fundamentals,AI&DS,Basics,Lesson 23,1609,164.0,67.0,100.0,66.1,0.1,56.2,298,50,2024-01-01,Unknown,Easy,Average,53.59,Poor,Needs Attention,Excellent,Medium
C2562,Python Programming,ECE,Intermediate,Lesson 16,552,128.0,93.3,72.5,49.0,1.1,87.2,882,48,2024-01-01,Prof.Priya,Easy,Good,65.49,Poor,In Progress,Average,Easy
C2563,Web Development,AI&DS,Basics,Lesson 3,2700,136.0,97.6,79.2,0.0,3.2,87.5,1329,86,2024-01-01,Prof.Priya,,Excellent,80.9,Average,In Progress,Good,Easy
C2564,Python Programming,AI&DS,Basics,Lesson 21,1985,51.0,94.8,100.0,75.8,5.0,67.6,1261,32,2024-01-01,Dr. Kumar,hard,Excellent,92.22,Excellent,In Progress,Excellent,Easy
C2565,Web Development,ECE,Advanced,Lesson 1,4068,122.0,72.6,45.6,67.6,1.3,36.3,640,34,2024-06-15,Prof.Priya,Easy,Good,44.60999999999999,Poor,Needs Attention,Average,Medium
C2566,DBMS,AI&DS,Project,Lesson 19,514,209.0,65.4,100.0,0.0,3.6,76.6,1475,58,2024-10-25,Unknown,Easy,Average,78.27,Average,In Progress,Excellent,Medium
C2567,Data Structures,IT,Advanced,Lesson 22,2729,132.0,79.1,98.1,100.0,5.0,86.1,926,27,2024-01-01,Dr. Kumar,Medium,good,91.52,Excellent,In Progress,Excellent,Medium
C2568,AI Fundamentals,AI&DS,Basics,Lesson 4,4744,243.0,53.0,96.0,65.7,4.3,85.9,1414,37,2024-01-01,Unknown,Medium,Average,80.23,Good,In Progress,Excellent,Hard
C2569,Web Development,AI&DS,Introduction,Lesson 10,3783,139.0,93.2,73.3,91.3,2.2,43.4,12,11,2025-01-25,Prof. Meena,Hard,Excellent,63.505,Poor,Needs Attention,Average,Easy
C2570,Machine Learning,AI&DS,Basics,Lesson 25,4315,27.0,52.5,86.8,62.3,4.0,41.4,1350,52,2024-03-30,Unknown,Medium,Poor,67.105,Good,Needs Attention,Good,Hard
C2571,AI Fundamentals,ECE,Advanced,Lesson 17,4024,140.0,61.4,92.3,96.7,2.3,71.9,70,12,2025-02-04,Prof. Meena,,Good,66.605,Poor,In Progress,Excellent,Medium
C2572,Web Development,AI&DS,Introduction,Lesson 17,4544,16.0,58.8,60.3,42.9,0.7,63.4,361,49,2025-01-10,Unknown,Medium,Good,46.654999999999994,Poor,In Progress,Average,Hard
C2573,Python Programming,IT,Introduction,Lesson 19,4975,279.0,92.1,76.9,51.5,1.9,65.3,231,27,2024-02-02,Unknown,Easy,good,66.71,Poor,In Progress,Good,Easy
C2574,Machine Learning,AI&DS,Introduction,Lesson 18,4008,208.0,100.0,55.0,89.5,1.4,50.8,631,8,2023-02-05,Dr. Kumar,Easy,Good,57.31,Poor,Needs Attention,Average,Easy
C2575,Machine Learning,AI&DS,Project,,4252,296.0,46.1,56.9,41.9,0.2,33.4,637,78,2024-02-22,Dr Ravi,hard,Poor,33.629999999999995,Poor,Needs Attention,Average,Hard
C2576,Machine Learning,AI&DS,Project,Lesson 19,3720,208.0,38.2,45.4,61.7,1.5,70.2,1457,88,2024-06-09,Dr. Kumar,,Excellent,43.940000000000005,Poor,In Progress,Average,Hard
C2577,Data Structures,AI&DS,Introduction,Lesson 5,4449,34.0,43.5,82.9,89.7,0.4,65.2,0,77,2024-01-01,Dr. Kumar,Medium,Excellent,47.04,Poor,In Progress,Good,Hard
C2578,Machine Learning,AI&DS,Introduction,Lesson 13,4349,173.0,97.2,41.7,60.5,1.7,92.9,744,89,2025-01-21,Unknown,Hard,Poor,63.504999999999995,Poor,Completed,Average,Easy
C2579,DBMS,ECE,Basics,Lesson 13,3610,170.0,44.7,78.6,66.2,1.4,98.1,1024,61,2023-02-04,Dr Ravi,Easy,good,58.845,Poor,Completed,Good,Hard
C2580,DBMS,AI&DS,Basics,Lesson 1,4095,130.0,91.0,73.4,77.5,2.9,79.0,894,14,2024-01-01,Prof. Meena,Medium,Average,74.3,Poor,In Progress,Average,Easy
C2581,Machine Learning,AI&DS,Project,Lesson 8,5188,54.0,53.9,84.1,48.0,0.6,46.6,1236,42,2024-01-01,Prof.Priya,,Good,47.42,Poor,Needs Attention,Good,Hard
C2582,Java Programming,AI&DS,Basics,Lesson 10,3465,31.0,42.2,95.3,93.2,2.3,0.0,206,75,2023-08-24,Unknown,,Good,48.175,Poor,Needs Attention,Excellent,Hard
C2583,Machine Learning,AI&DS,Project,Lesson 2,2911,,66.2,100.0,88.2,0.2,57.5,757,56,2025-04-04,Unknown,Hard,Poor,54.25,Poor,Needs Attention,Excellent,Medium
C2584,AI Fundamentals,AI&DS,Basics,Lesson 18,2350,224.0,61.4,100.0,100.0,4.5,34.9,753,82,2024-01-01,Dr Ravi,Medium,Average,74.33,Excellent,Needs Attention,Excellent,Medium
C2585,AI Fundamentals,AI&DS,Basics,Lesson 3,3478,246.0,60.7,88.8,89.2,4.1,36.9,618,42,2024-01-01,Dr Ravi,Easy,Good,69.35499999999999,Good,Needs Attention,Good,Medium
C2586,Python Programming,ECE,Basics,Lesson 25,3026,61.0,56.7,71.6,47.7,2.1,90.3,346,29,2024-01-01,Unknown,Easy,Poor,62.735,Poor,Completed,Average,Hard
C2587,Data Structures,AI&DS,Project,Lesson 15,796,180.0,44.8,59.2,67.8,1.1,58.3,601,47,2024-10-20,Prof. Meena,hard,Poor,44.25999999999999,Poor,Needs Attention,Average,Hard
C2588,DBMS,AI&DS,Intermediate,Lesson 3,1669,105.0,87.2,65.8,99.5,4.3,44.1,748,23,2023-02-18,Prof.Priya,hard,Poor,72.87,Good,Needs Attention,Average,Easy
C2589,DBMS,AI&DS,Introduction,Lesson 14,4126,13.0,58.5,82.0,61.3,2.8,87.9,1497,77,2024-10-01,Prof. Meena,,good,69.505,Poor,In Progress,Good,Hard
C2590,Machine Learning,CSE,Project,Lesson 15,825,160.0,83.3,94.7,100.0,2.3,100.0,18,9,2024-10-24,Prof. Meena,hard,good,78.3,Poor,Completed,Excellent,Easy
C2592,Python Programming,ECE,Basics,Lesson 18,2605,201.0,98.3,67.0,60.9,0.0,95.1,917,77,2023-12-30,Dr Ravi,Medium,Poor,60.345,Poor,Completed,Average,Easy
C2593,Python Programming,AI&DS,Basics,Lesson 9,3043,42.0,84.5,68.7,0.0,2.1,97.3,458,36,2024-01-01,Dr Ravi,Hard,Poor,70.36,Poor,Completed,Average,Easy
C2594,Data Structures,IT,Introduction,Lesson 2,3432,219.0,100.0,64.9,83.7,2.5,67.9,407,70,2024-01-01,Dr Ravi,Medium,Good,69.805,Poor,In Progress,Average,Easy
C2595,Machine Learning,AI&DS,Advanced,Lesson 6,3602,147.0,100.0,45.5,59.7,0.9,89.5,396,57,2023-01-22,Prof.Priya,hard,Excellent,59.675,Poor,In Progress,Average,Easy
C2596,Data Structures,IT,Introduction,Lesson 24,4150,17.0,50.7,74.8,100.0,0.0,56.5,806,38,2024-01-01,Prof.Priya,,good,42.675,Poor,Needs Attention,Average,Hard
C2597,DBMS,AI&DS,Project,Lesson 20,2289,88.0,60.6,86.1,76.6,2.4,49.4,623,61,2023-01-24,Prof.Priya,hard,Poor,60.955,Poor,Needs Attention,Good,Medium
C2598,AI Fundamentals,AI&DS,Basics,Lesson 17,2672,109.0,97.8,95.1,37.9,1.3,0.0,1271,74,2024-01-01,Dr. Kumar,Easy,Excellent,56.025,Poor,Needs Attention,Excellent,Easy
C2599,Machine Learning,AI&DS,Advanced,Lesson 20,1523,23.0,88.3,0.0,95.2,4.4,40.7,601,21,2024-01-28,Unknown,Hard,Poor,56.614999999999995,Good,Needs Attention,Average,Easy
C2600,Machine Learning,ECE,Basics,Lesson 20,1111,73.0,87.7,100.0,71.6,2.3,90.4,1394,90,2023-01-11,Dr. Kumar,Hard,Poor,78.80499999999999,Poor,Completed,Excellent,Easy
C2601,Machine Learning,AI&DS,Introduction,Lesson 12,1706,211.0,100.0,60.3,68.9,0.6,99.4,852,41,2024-01-05,Prof. Meena,Easy,Poor,63.555,Poor,Completed,Average,Easy
C2602,Web Development,CSE,Intermediate,Lesson 1,3154,66.0,100.0,53.3,86.4,0.9,35.2,1314,52,2023-04-11,Prof.Priya,Hard,Good,50.76499999999999,Poor,Needs Attention,Average,Easy
C2603,Web Development,IT,Advanced,Lesson 1,977,35.0,100.0,96.7,69.3,3.7,70.7,1349,89,2024-04-09,Prof.Priya,,good,85.515,Average,In Progress,Excellent,Easy
C2604,AI Fundamentals,CSE,Introduction,Lesson 19,953,36.0,86.5,100.0,89.5,3.4,50.9,1223,42,2024-08-11,Prof.Priya,Medium,Good,77.20500000000001,Average,Needs Attention,Excellent,Easy
C2605,Web Development,CSE,Project,Lesson 10,2390,60.0,48.8,82.7,77.9,0.5,35.4,609,100,2024-01-03,Unknown,hard,Poor,42.955,Poor,Needs Attention,Good,Hard
C2606,Python Programming,AI&DS,Basics,Lesson 22,2302,,56.8,100.0,87.1,0.3,45.6,909,80,2024-01-01,Dr Ravi,Hard,Excellent,50.120000000000005,Poor,Needs Attention,Excellent,Hard
C2607,Python Programming,AI&DS,Basics,Lesson 25,1214,137.0,0.0,48.0,62.6,1.7,68.9,713,63,2023-08-02,Dr. Kumar,Hard,Good,35.980000000000004,Poor,In Progress,Average,Hard
C2608,Machine Learning,AI&DS,Project,Lesson 24,3172,118.0,99.6,78.9,83.1,1.9,55.2,1448,52,2025-02-18,Prof. Meena,Easy,Good,67.065,Poor,Needs Attention,Good,Easy
C2609,Web Development,AI&DS,Introduction,Lesson 4,3322,165.0,70.1,86.0,59.4,4.5,56.1,269,23,2024-01-01,Prof.Priya,,Excellent,77.245,Excellent,Needs Attention,Good,Medium
C2610,Web Development,AI&DS,Advanced,Lesson 5,1169,297.0,59.9,67.7,44.7,2.0,46.6,912,89,2024-01-01,Dr Ravi,Medium,good,53.22,Poor,Needs Attention,Average,Hard
C2611,Python Programming,ECE,Basics,Lesson 3,3256,277.0,60.7,76.2,54.8,4.1,59.2,236,1,2023-08-23,Unknown,Easy,Good,70.665,Good,Needs Attention,Good,Medium
C2612,Web Development,AI&DS,Project,Lesson 6,1617,15.0,78.0,99.9,36.7,0.0,67.2,633,26,2024-10-20,Prof.Priya,Easy,Poor,57.915000000000006,Poor,In Progress,Excellent,Medium
C2613,Java Programming,AI&DS,Intermediate,Lesson 17,3028,112.0,57.7,81.1,63.0,0.6,76.2,653,33,2023-02-23,Prof. Meena,Hard,Average,53.54,Poor,In Progress,Good,Hard
C2614,AI Fundamentals,CSE,Project,Lesson 16,3802,186.0,35.5,48.3,36.8,2.9,53.0,573,55,2024-12-22,Prof.Priya,,Excellent,48.949999999999996,Poor,Needs Attention,Average,Hard
C2615,Web Development,AI&DS,Advanced,Lesson 15,2814,252.0,36.8,97.6,92.2,2.7,39.7,632,80,2025-03-07,Prof.Priya,Easy,Poor,57.739999999999995,Poor,Needs Attention,Excellent,Hard
C2616,Data Structures,AI&DS,Intermediate,Lesson 4,4995,65.0,0.0,69.5,82.5,3.5,83.6,1408,45,2024-01-01,Dr. Kumar,,Average,55.095,Average,In Progress,Average,Hard
C2617,Java Programming,IT,Project,Lesson 20,1836,174.0,97.4,83.1,82.5,1.8,72.3,1377,20,2024-07-24,Prof.Priya,Hard,Poor,70.38499999999999,Poor,In Progress,Good,Easy
C2618,Web Development,ECE,Advanced,Lesson 4,1356,259.0,96.8,66.0,47.6,5.0,47.8,954,53,2023-11-18,Prof.Priya,Medium,good,80.26,Excellent,Needs Attention,Average,Easy
C2619,Web Development,AI&DS,Basics,Lesson 15,4599,292.0,45.4,74.0,42.5,5.0,54.0,71,1,2024-01-01,Dr. Kumar,Medium,Average,70.65,Excellent,Needs Attention,Average,Hard
C2620,Data Structures,ECE,Basics,Lesson 6,4108,254.0,87.6,51.0,82.0,0.6,59.0,1363,28,2024-01-01,Prof. Meena,Medium,Good,50.05,Poor,Needs Attention,Average,Easy
C2621,DBMS,AI&DS,Intermediate,Lesson 19,100,,48.3,79.3,57.5,1.8,61.0,471,75,2024-01-01,Prof.Priya,Hard,Average,54.900000000000006,Poor,In Progress,Good,Hard
C2622,Machine Learning,CSE,Introduction,Lesson 2,1575,148.0,71.7,81.8,100.0,4.9,53.0,1132,49,2024-01-01,Dr Ravi,Easy,Excellent,78.375,Excellent,Needs Attention,Good,Medium
C2623,DBMS,AI&DS,Project,Lesson 19,4539,250.0,48.4,57.4,98.1,4.5,61.7,1279,27,2023-04-09,Prof.Priya,Medium,good,65.79,Excellent,In Progress,Average,Hard
C2624,Web Development,IT,Advanced,Lesson 10,2340,202.0,78.0,73.5,47.1,3.7,82.5,79,10,2024-01-01,Prof.Priya,Hard,good,76.575,Average,In Progress,Average,Medium
C2625,AI Fundamentals,CSE,Intermediate,Lesson 23,3394,6.0,77.4,42.5,68.2,4.7,88.8,644,41,2024-01-01,Unknown,,Good,75.935,Excellent,In Progress,Average,Medium
C2626,Web Development,CSE,Introduction,Lesson 3,4048,11.0,93.6,87.3,47.9,4.5,59.6,717,90,2024-09-10,Unknown,,Average,84.145,Excellent,Needs Attention,Good,Easy
C2627,Web Development,ECE,Advanced,Lesson 12,1383,279.0,82.5,90.1,39.4,3.9,33.8,1452,1,2024-01-01,Prof. Meena,Hard,Poor,73.31,Average,Needs Attention,Excellent,Easy
C2628,,IT,Advanced,Lesson 8,1296,139.0,75.3,66.8,48.7,0.7,100.0,92,82,2024-01-01,Unknown,,Good,59.724999999999994,Poor,Completed,Average,Medium
C2629,Data Structures,AI&DS,Advanced,,2384,92.0,61.0,64.7,100.0,3.7,96.2,990,76,2023-01-29,Dr. Kumar,Hard,Good,72.86500000000001,Average,Completed,Average,Medium
C2630,Java Programming,ECE,Advanced,Lesson 5,2199,35.0,51.8,51.5,91.1,2.6,58.9,1422,59,2025-03-28,Unknown,Easy,Good,53.205,Poor,Needs Attention,Average,Hard
C2631,Java Programming,AI&DS,Intermediate,Lesson 25,3992,108.0,63.6,87.7,75.2,3.3,90.2,351,36,2025-05-06,Prof.Priya,Hard,good,75.665,Average,Completed,Good,Medium
C2632,Python Programming,ECE,Project,Lesson 24,2019,133.0,61.1,100.0,43.0,4.4,61.7,822,58,2023-08-30,Prof.Priya,hard,Excellent,79.015,Good,In Progress,Excellent,Medium
C2633,Data Structures,AI&DS,Basics,Lesson 10,4350,104.0,35.6,72.4,100.0,5.0,58.0,846,30,2024-01-01,Prof. Meena,Hard,Average,68.6,Excellent,Needs Attention,Average,Hard
C2634,Python Programming,AI&DS,Intermediate,Lesson 8,100,262.0,85.4,65.5,65.7,1.8,55.2,1017,67,2025-01-28,Prof. Meena,Hard,Average,59.565,Poor,Needs Attention,Average,Easy
C2635,DBMS,CSE,Project,Lesson 25,700,100.0,88.8,97.8,87.7,0.0,90.2,812,80,2025-06-08,Dr Ravi,hard,good,64.69,Poor,Completed,Excellent,Easy
C2637,Web Development,IT,Basics,Lesson 1,4200,237.0,84.4,56.8,100.0,1.2,50.0,201,52,2024-01-01,Unknown,Hard,Good,52.5,Poor,Needs Attention,Average,Easy
C2638,DBMS,ECE,Intermediate,Lesson 6,1053,121.0,47.8,78.8,51.8,4.3,33.9,1081,54,2023-08-29,Dr Ravi,Easy,Excellent,64.23,Good,Needs Attention,Good,Hard
C2639,Java Programming,AI&DS,Basics,Lesson 18,973,118.0,88.6,95.4,76.5,3.4,0.0,1085,80,2025-02-11,Dr Ravi,hard,Good,66.4,Average,Needs Attention,Excellent,Easy
C2640,DBMS,CSE,Basics,Lesson 11,2829,38.0,86.1,93.8,93.0,0.7,0.0,549,42,2023-05-27,Prof. Meena,Medium,Average,49.175,Poor,Needs Attention,Excellent,Easy
C2641,Machine Learning,AI&DS,Advanced,Lesson 13,2503,41.0,58.1,53.5,46.9,4.8,68.7,290,23,2024-07-16,Unknown,hard,Poor,70.44,Excellent,In Progress,Average,Hard
C2642,AI Fundamentals,CSE,Project,Lesson 25,3409,192.0,100.0,55.7,64.8,2.2,78.3,725,79,2025-01-08,Prof. Meena,Easy,good,67.785,Poor,In Progress,Average,Easy
C2643,Data Structures,CSE,Introduction,Lesson 15,4410,215.0,49.1,100.0,46.2,4.5,100.0,1442,6,2024-01-01,Dr Ravi,Easy,Average,84.275,Excellent,Completed,Excellent,Hard
C2644,AI Fundamentals,AI&DS,Basics,Lesson 9,3180,247.0,52.3,68.7,51.8,3.0,91.5,484,41,2025-04-02,Unknown,Easy,good,66.55,Average,Completed,Average,Hard
C2645,Python Programming,IT,Basics,Lesson 21,3216,,43.4,86.1,99.9,2.8,59.4,0,65,2025-04-23,Unknown,,good,61.05500000000001,Poor,Needs Attention,Good,Hard
C2646,DBMS,AI&DS,Basics,Lesson 20,1715,298.0,59.0,99.6,65.4,2.6,82.1,623,25,2024-11-16,Prof.Priya,,good,71.67,Poor,In Progress,Excellent,Hard
C2647,Data Structures,AI&DS,Basics,Lesson 20,1732,91.0,63.1,52.3,85.6,5.0,78.3,1373,114,2024-04-06,Unknown,,Good,74.51,Excellent,In Progress,Average,Medium
C2648,AI Fundamentals,ECE,Basics,Lesson 19,1957,294.0,69.2,100.0,64.5,0.0,96.6,1461,59,2023-11-28,Unknown,Medium,good,61.62,Poor,Completed,Excellent,Medium
C2649,Java Programming,ECE,Project,Lesson 3,3045,95.0,55.5,63.9,80.4,3.3,68.7,1404,79,2024-01-01,Prof.Priya,,Good,63.39,Average,In Progress,Average,Hard
C2650,Web Development,AI&DS,Basics,Lesson 12,2678,11.0,100.0,79.9,100.0,3.3,40.4,1338,77,2023-11-16,Prof.Priya,hard,Poor,72.855,Average,Needs Attention,Good,Easy
C2651,AI Fundamentals,AI&DS,Advanced,Lesson 15,4597,263.0,96.9,69.7,100.0,4.1,33.9,1049,44,2024-03-11,Dr. Kumar,hard,good,73.03,Good,Needs Attention,Average,Easy
C2652,Java Programming,AI&DS,Basics,Lesson 16,1148,152.0,73.7,80.1,0.0,1.1,100.0,1309,10,2024-01-01,Dr Ravi,,Poor,65.05,Poor,Completed,Good,Medium
C2653,Java Programming,AI&DS,Basics,Lesson 4,1234,279.0,40.2,93.9,97.6,3.7,100.0,665,86,2024-07-07,Dr. Kumar,Medium,Excellent,75.725,Average,Completed,Excellent,Hard
C2654,,ECE,Basics,Lesson 12,1260,99.0,38.2,69.6,86.9,5.0,45.7,1194,79,2024-01-01,Prof. Meena,,Good,66.09,Excellent,Needs Attention,Average,Hard
C2655,Web Development,AI&DS,Introduction,Lesson 11,2538,244.0,76.6,93.9,83.1,2.4,66.7,1492,17,2024-04-27,Prof.Priya,hard,Excellent,70.365,Poor,In Progress,Excellent,Medium
C2656,Web Development,CSE,Basics,Lesson 13,4636,214.0,69.1,87.0,0.0,0.0,60.0,1404,49,2024-04-07,Dr. Kumar,,Good,51.025,Poor,In Progress,Good,Medium
C2657,Data Structures,AI&DS,Basics,Lesson 19,4360,142.0,70.9,93.2,56.7,2.3,0.0,1482,80,2024-01-01,Dr. Kumar,,good,54.825,Poor,Needs Attention,Excellent,Medium
